SID,CGPA_Y1,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,FAIL_COUNT,WARN_STATUS,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL
HS2026491,3.01375,3.43,0.87,0.66,0.99,0.93,0.89,0,No,Rarely,21-23 years,Female,300,Nursing,Low income,Always,No,2-3 hours,More than 8 hours,Very low risk,3,3,3,5,3,4,2,1,4,3,3,2,3,1,3,2,3,2,5,4,4,5,3,3,4,3,2,5,3,5,3,4,2,1,4,4,3,3,4,2,5,3,Low Risk
HS2026492,3.359,3.31,0.78,0.7,0.88,0.89,0.7,0,No,Almost never,30-35 years,Female,300,Nursing,Low income,Never,No,2-3 hours,More than 8 hours,Low risk,2,4,3,3,3,4,2,4,3,4,1,1,3,1,1,3,4,2,2,3,1,1,1,2,4,2,2,5,3,3,3,4,2,4,3,3,1,1,4,5,4,2,Low Risk
HS2026493,3.09925,3.15,0.99,0.69,1,0.86,0.77,0,No,Sometimes,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,1,5,2,3,4,4,2,2,4,2,1,3,5,3,3,5,1,4,4,2,1,4,2,1,5,4,4,3,2,3,4,4,2,2,4,3,2,5,2,4,2,1,Low Risk
HS2026494,3.015,2.78,0.88,0.79,0.89,0.97,0.79,0,No,Sometimes,21-23 years,Female,300,Nursing,Low income,Always,No,1-2 hours,5-6 hours,Low risk,2,3,1,4,3,1,5,2,3,4,3,2,1,3,4,4,2,3,1,4,4,4,2,1,2,3,2,5,1,4,3,1,5,2,3,1,2,3,2,2,4,2,Low Risk
HS2026495,2.9375,2.76,1,0.69,0.9,0.84,0.69,0,No,Rarely,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,Less than 1 hour,4-5 hours,Moderate risk,2,2,2,5,2,2,3,1,3,1,3,1,1,1,3,3,4,2,3,3,1,2,5,3,4,2,1,4,2,5,2,2,3,1,3,5,3,2,3,3,4,2,Low Risk
HS2026496,2.77575,2.5,0.89,0.7,1,0.94,0.6,0,No,Rarely,30-35 years,Male,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Moderate risk,4,2,2,3,4,3,3,3,4,2,3,3,3,3,1,3,1,2,4,5,3,4,2,1,3,3,4,2,2,3,4,3,3,3,4,1,3,2,4,5,3,4,Low Risk
HS2026497,2.2995,1.9,0.9,0.89,1,0.95,0.79,1,No,Rarely,27-29 years,Male,300,Nursing,Upper-middle income,Never,No,2-3 hours,4-5 hours,Moderate risk,4,4,1,4,5,5,2,3,2,4,3,5,3,2,1,2,3,2,3,4,3,4,3,3,1,3,4,2,1,4,5,5,2,3,2,5,4,1,5,1,3,4,Moderate Risk
HS2026498,3.05275,3.41,0.89,0.7,0.7,1,0.89,0,No,Rarely,27-29 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,Less than 4 hours,Moderate risk,4,2,1,3,3,4,3,2,3,2,2,3,4,3,2,4,3,5,5,2,2,3,1,3,5,1,3,3,1,3,3,4,3,2,3,2,1,2,5,2,5,4,Low Risk
HS2026499,3.26525,3.37,0.7,0.77,0.69,0.88,0.91,0,No,Almost never,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Moderate risk,2,3,2,4,4,1,3,1,2,4,1,1,3,4,3,3,4,2,1,2,3,5,2,1,3,2,3,2,2,4,4,1,3,1,2,4,5,5,1,3,2,2,Low Risk
HS2026500,3.00825,2.98,0.77,0.79,0.7,0.79,0.66,0,No,Sometimes,24-26 years,Female,300,Nursing,High income,Never,No,1-2 hours,4-5 hours,High risk,2,2,2,3,3,2,1,4,1,1,2,3,3,1,3,2,5,2,2,2,3,5,1,5,1,3,3,4,2,3,3,2,1,4,1,4,4,4,4,1,4,2,Low Risk
HS2026501,3.3365,3.09,0.79,0.69,0.69,1,1,0,No,Sometimes,27-29 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - more than 20 hours/week,1-2 hours,6-7 hours,Moderate risk,2,2,4,1,2,1,2,1,3,2,4,3,2,3,4,4,4,4,4,5,4,2,5,2,5,5,1,3,4,1,2,1,2,1,3,2,1,2,2,5,4,2,Low Risk
HS2026502,3.0745,3.19,0.69,0.6,0.79,0.96,0.79,0,No,Rarely,27-29 years,Female,300,Nursing,Middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,3,3,2,1,3,5,1,2,1,1,3,3,2,4,4,4,1,4,3,5,5,2,3,4,5,4,3,5,2,1,3,5,1,2,1,4,2,4,3,1,4,3,Low Risk
HS2026503,3.19375,3.17,0.6,0.6,0.69,0.9,0.7,0,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Always,No,2-3 hours,6-7 hours,Moderate risk,5,5,2,2,2,4,2,4,4,2,3,1,4,4,1,2,3,2,5,3,3,4,5,1,1,3,2,4,2,2,2,4,2,4,4,3,1,1,2,5,3,5,Low Risk
HS2026504,2.90825,2.74,0.79,0.79,0.7,1,0.93,0,No,Rarely,30-35 years,Female,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,2,1,2,2,1,4,2,2,1,3,1,4,4,2,2,4,1,4,4,3,4,4,4,2,1,3,5,2,2,2,1,4,2,2,1,5,1,4,5,3,4,2,Low Risk
HS2026505,2.9785,3.04,0.89,0.89,0.7,0.94,0.9,0,No,Rarely,27-29 years,Female,300,Nursing,Middle income,Never,Yes - fewer than 10 hours/week,More than 4 hours,5-6 hours,Very low risk,2,4,1,1,1,3,3,3,3,2,3,3,4,1,2,4,3,3,4,3,4,3,3,4,2,3,3,4,1,1,1,3,3,3,3,2,3,2,2,2,3,2,Low Risk
HS2026506,2.88175,2.81,0.91,0.91,0.9,0.97,0.6,0,No,Almost never,18-20 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Low risk,3,4,4,1,1,5,3,2,2,2,2,4,4,4,5,4,5,3,5,3,2,3,4,1,4,2,1,2,4,1,1,5,3,2,2,1,1,4,5,4,2,3,Low Risk
HS2026507,2.58025,2.83,0.66,0.66,1,0.89,0.79,2,No,Sometimes,18-20 years,Female,300,Nursing,Low income,Sometimes (monthly),No,1-2 hours,5-6 hours,Low risk,2,2,3,3,1,2,4,4,2,1,5,4,5,4,4,2,3,2,1,3,3,2,2,2,5,1,2,1,3,3,1,2,4,4,2,4,4,4,3,3,5,2,High Risk
HS2026508,2.3845,2.11,0.7,1,0.7,0.85,0.87,4,No,Sometimes,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,More than 4 hours,More than 8 hours,High risk,1,3,1,3,3,1,2,2,4,2,3,3,3,4,5,2,4,2,1,5,3,4,2,1,3,4,5,3,1,3,3,1,2,2,4,2,2,3,2,4,1,1,High Risk
HS2026509,2.772,2.74,0.69,0.79,0.77,0.88,0.78,0,No,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,Less than 1 hour,More than 8 hours,High risk,2,4,3,1,2,4,3,3,1,2,5,2,2,3,3,1,2,2,2,5,4,3,1,3,2,4,2,4,3,1,2,4,3,3,1,5,1,3,3,5,3,2,Low Risk
HS2026510,3.41,3.48,0.79,0.7,0.79,0.93,0.99,0,No,Rarely,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,Less than 1 hour,More than 8 hours,Very low risk,3,3,2,3,2,3,4,3,2,4,4,4,2,2,4,3,1,5,4,5,2,3,2,3,4,2,4,3,2,3,2,3,4,3,2,3,2,3,4,2,3,3,Low Risk
HS2026511,3.11025,3.3,0.69,0.93,0.69,0.88,0.88,0,No,Rarely,27-29 years,Female,300,Nursing,High income,Never,No,1-2 hours,6-7 hours,Low risk,2,3,3,1,1,4,4,5,2,4,3,3,3,4,2,4,4,2,3,1,5,3,1,3,5,4,1,1,3,1,1,4,4,5,2,2,2,3,4,3,3,2,Low Risk
HS2026512,3.33625,3.59,0.7,0.9,0.6,0.95,1,0,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,5-6 hours,Low risk,4,4,2,1,4,4,1,3,1,5,3,3,1,2,5,3,4,2,1,2,4,4,4,1,1,4,2,2,2,1,4,4,1,3,1,4,4,3,1,1,2,4,Low Risk
HS2026513,3.19025,3.35,0.89,0.6,0.79,0.8,0.89,0,No,Almost never,21-23 years,Female,300,Nursing,High income,Never,Yes - 10-20 hours/week,3-4 hours,4-5 hours,Low risk,3,5,1,4,4,5,5,4,3,2,1,5,5,4,3,3,1,2,4,3,1,2,3,4,4,4,1,2,1,4,4,5,5,4,3,2,3,3,4,4,5,3,Low Risk
HS2026514,2.5625,2.46,0.7,0.79,0.89,0.8,0.9,0,No,Sometimes,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,More than 4 hours,6-7 hours,Moderate risk,2,4,1,3,1,1,3,5,5,2,4,2,3,3,1,4,5,2,3,5,5,4,2,2,2,2,1,5,1,3,1,1,3,5,5,3,5,1,5,1,2,2,Low Risk
HS2026515,2.8815,2.94,0.77,0.87,0.91,0.85,1,0,No,Sometimes,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,4-5 hours,Moderate risk,1,1,4,2,1,2,3,4,4,2,3,5,2,4,2,2,5,3,5,1,1,4,2,2,2,2,3,1,4,2,1,2,3,4,4,2,4,2,3,4,3,1,Low Risk
HS2026516,2.71075,2.89,0.79,0.78,0.66,0.96,1,0,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,Less than 4 hours,Moderate risk,4,1,2,2,2,4,3,1,3,3,3,1,3,2,1,5,3,2,2,2,4,2,3,2,4,4,3,3,2,2,2,4,3,1,3,4,2,1,2,3,3,4,Low Risk
HS2026517,3.43775,3.61,0.69,0.99,1,0.85,0.7,0,No,Rarely,30-35 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,More than 4 hours,6-7 hours,Moderate risk,3,2,2,2,5,4,3,4,3,1,4,4,5,3,1,5,3,3,3,5,2,3,3,2,1,4,3,2,2,2,5,4,3,4,3,4,4,3,3,2,2,3,Low Risk
HS2026518,3.0525,2.89,0.6,0.88,0.79,0.86,0.69,0,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,4-5 hours,Moderate risk,1,2,5,2,2,2,4,3,4,3,1,4,4,1,4,4,2,2,3,3,2,4,1,1,3,3,5,3,5,2,2,2,4,3,4,3,3,2,4,4,3,1,Low Risk
HS2026519,2.60825,2.54,0.79,1,0.7,0.99,0.7,1,No,Rarely,21-23 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - 10-20 hours/week,More than 4 hours,6-7 hours,High risk,3,1,2,2,4,5,3,5,5,3,1,2,3,5,3,5,1,2,2,5,5,2,4,3,3,3,4,4,2,2,4,5,3,5,5,3,3,5,4,2,3,3,Moderate Risk
HS2026520,2.645,2.57,0.89,0.89,0.93,1,0.69,0,No,Almost never,24-26 years,Female,300,Nursing,Low income,Often (weekly),Yes - 10-20 hours/week,3-4 hours,4-5 hours,Moderate risk,3,3,3,4,2,4,5,5,3,2,1,1,3,5,2,4,4,3,4,3,5,4,2,3,2,3,1,3,3,4,2,4,5,5,3,1,2,2,2,1,2,3,Low Risk
HS2026521,2.85525,2.8,0.91,0.9,0.9,0.8,0.79,0,No,Sometimes,30-35 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,Low risk,1,2,2,4,4,5,1,3,2,3,2,3,4,4,3,5,2,3,3,3,3,2,5,3,3,1,1,4,2,4,4,5,1,3,2,1,3,1,1,1,1,1,Low Risk
HS2026522,2.815,1.94,0.66,0.89,0.6,0.86,0.69,1,No,Sometimes,27-29 years,Female,300,Nursing,Low income,Always,No,3-4 hours,4-5 hours,Moderate risk,1,1,2,1,2,3,2,3,2,2,1,5,3,3,3,2,1,3,2,5,2,2,1,1,2,1,5,1,2,1,2,3,2,3,2,3,2,1,4,1,2,1,Moderate Risk
HS2026523,2.513,1.82,1,0.7,0.79,0.85,0.7,0,No,Rarely,27-29 years,Female,300,Nursing,Low income,Always,No,3-4 hours,5-6 hours,Low risk,5,5,3,2,4,2,2,1,3,5,2,5,4,2,4,2,2,5,5,3,2,4,3,2,2,1,3,3,3,2,4,2,2,1,3,4,4,4,1,5,1,5,Low Risk
HS2026524,3.3085,1.76,0.79,0.77,0.87,0.71,0.89,0,No,Rarely,21-23 years,Female,300,Nursing,Low income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Very low risk,2,3,4,4,4,5,3,4,4,4,3,1,3,3,4,3,3,2,1,2,4,1,2,2,4,5,2,3,4,4,4,5,3,4,4,1,1,1,3,3,1,2,Low Risk
HS2026525,3.13425,1.7,0.7,0.79,0.78,0.8,0.7,0,No,Rarely,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,5-6 hours,Low risk,3,5,3,2,3,4,4,2,5,4,2,3,5,3,2,4,4,3,3,5,2,1,5,4,5,2,1,5,3,2,3,4,4,2,5,4,2,3,5,1,2,3,Low Risk
HS2026526,2.766,1.91,0.93,0.69,0.99,1,0.77,1,No,Rarely,27-29 years,Female,300,Nursing,Low income,Always,Yes - 10-20 hours/week,3-4 hours,More than 8 hours,Low risk,3,1,2,3,4,2,3,3,3,3,5,5,2,1,1,2,2,2,4,1,4,2,2,2,3,1,2,2,2,3,4,2,3,3,3,4,3,1,4,1,4,3,Moderate Risk
HS2026527,2.72,2.28,0.9,0.6,0.88,0.73,0.79,0,No,Almost never,27-29 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,More than 8 hours,High risk,3,3,1,4,3,5,4,1,3,2,1,2,3,4,2,4,2,5,2,3,3,4,2,2,5,1,4,3,1,4,3,5,4,1,3,3,4,2,3,3,1,3,Low Risk
HS2026528,3.5905,3.69,0.6,0.79,1,1,0.69,1,No,Sometimes,21-23 years,Female,300,Nursing,Upper-middle income,Never,No,2-3 hours,More than 8 hours,High risk,3,1,2,3,1,4,3,3,1,1,1,4,1,2,1,3,4,2,2,3,4,4,3,2,4,5,5,1,2,3,1,4,3,3,1,1,2,1,3,5,4,3,Moderate Risk
HS2026529,2.653,3.09,0.79,0.89,0.89,0.74,0.6,0,No,Sometimes,30-35 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Very low risk,3,3,4,2,1,3,4,2,3,5,1,2,1,3,1,3,3,3,3,4,4,1,5,3,4,2,4,2,4,2,1,3,4,2,3,5,3,2,4,2,3,3,Low Risk
HS2026530,2.564,2.19,0.87,0.91,0.9,0.95,0.79,0,No,Rarely,27-29 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,5-6 hours,Low risk,2,1,3,3,2,1,3,2,5,3,5,3,2,1,4,3,3,3,2,1,1,4,3,3,2,3,3,3,3,3,2,1,3,2,5,2,3,3,5,1,5,2,Low Risk
HS2026531,2.834,2.96,0.78,0.66,1,0.86,0.89,0,No,Rarely,18-20 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Low risk,2,1,3,1,3,3,3,1,4,4,4,2,1,1,3,3,3,3,4,2,2,5,2,1,1,1,2,4,3,1,3,3,3,1,4,1,2,2,2,5,3,2,Low Risk
HS2026532,2.94875,2.98,0.99,0.7,0.89,0.91,0.91,0,No,Rarely,18-20 years,Female,300,Nursing,High income,Never,Yes - more than 20 hours/week,3-4 hours,6-7 hours,Low risk,3,4,1,3,1,3,2,2,2,2,4,2,3,3,4,3,5,2,2,4,5,1,5,4,5,3,3,4,1,3,1,3,2,2,2,2,4,4,4,5,2,3,Low Risk
HS2026533,2.7085,2.81,0.88,0.69,0.9,0.8,0.66,0,No,Rarely,21-23 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Moderate risk,3,1,5,4,3,2,2,2,2,4,3,3,2,1,3,2,3,3,3,1,4,3,3,1,2,3,3,3,5,4,3,2,2,2,2,3,3,4,3,2,5,3,Low Risk
HS2026534,2.192,1.24,0.9,0.79,1,0.75,1,0,No,Almost never,21-23 years,Female,300,Nursing,Middle income,Never,No,Less than 1 hour,Less than 4 hours,Moderate risk,2,3,3,4,3,3,1,2,4,4,5,2,1,3,5,4,3,4,4,3,4,3,4,2,1,2,3,3,3,4,3,3,1,2,4,1,2,4,2,2,5,2,Moderate Risk
HS2026535,2.6645,2.76,1,0.69,1,0.78,0.79,0,No,Sometimes,24-26 years,Female,300,Nursing,Middle income,Always,Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,2,3,1,2,5,2,3,3,3,2,1,2,2,1,2,3,3,3,2,3,1,1,4,4,3,3,2,2,1,2,5,2,3,3,3,2,1,5,4,4,3,2,Low Risk
HS2026536,3.36525,3.44,0.79,0.7,0.7,0.88,0.7,0,No,Sometimes,27-29 years,Female,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Moderate risk,5,1,4,5,3,2,3,3,2,5,3,5,4,1,3,2,2,1,2,4,3,1,3,3,2,4,4,3,4,5,3,2,3,3,2,2,1,2,3,2,5,5,Low Risk
HS2026537,2.917,3.06,0.96,0.89,0.69,0.72,0.93,0,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,5,3,4,2,2,4,3,3,2,1,3,4,2,1,1,4,5,1,3,2,3,2,3,3,5,4,2,3,4,2,2,4,3,3,2,5,3,4,2,1,4,5,Low Risk
HS2026538,2.96425,3.04,0.92,0.7,0.7,1,0.9,0,No,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Never,No,3-4 hours,4-5 hours,High risk,3,3,3,1,5,3,3,3,2,2,3,1,3,1,4,3,5,5,3,5,2,5,1,2,2,2,1,2,3,1,5,3,3,3,2,2,1,3,3,4,2,3,Low Risk
HS2026539,2.7595,3.02,1,0.77,0.69,0.82,0.6,0,No,Rarely,24-26 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - more than 20 hours/week,3-4 hours,6-7 hours,Moderate risk,3,4,2,5,4,2,3,2,3,2,4,4,5,2,4,5,4,4,2,4,3,2,1,3,1,1,1,1,2,5,4,2,3,2,3,3,3,1,3,4,2,3,Low Risk
HS2026540,3.1935,3.26,0.89,0.79,0.79,0.98,0.79,0,No,Rarely,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,4-5 hours,Low risk,2,3,3,1,1,1,5,2,3,3,3,3,2,3,5,4,3,3,1,1,3,1,3,2,1,4,1,2,3,1,1,1,5,2,3,1,3,5,1,3,3,2,Low Risk
HS2026541,3.2475,3.35,0.92,0.69,0.69,0.55,0.87,0,No,Almost never,21-23 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,2-3 hours,5-6 hours,Moderate risk,3,2,2,2,3,4,4,2,2,3,3,3,2,1,2,3,5,1,3,1,3,1,4,4,4,1,5,1,2,2,3,4,4,2,2,2,1,3,2,3,2,3,Low Risk
HS2026542,2.4445,2.57,0.78,0.6,0.7,0.63,0.78,0,No,Sometimes,30-35 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,4-5 hours,Low risk,1,2,1,5,4,3,4,2,2,1,1,4,1,1,4,3,4,1,1,2,2,4,1,1,1,3,3,1,1,5,4,3,4,2,2,1,5,1,3,3,4,1,Moderate Risk
HS2026543,3.2145,3.69,0.93,0.79,0.7,0.91,0.99,0,No,Sometimes,21-23 years,Female,300,Nursing,High income,Never,No,Less than 1 hour,5-6 hours,Very low risk,4,2,3,3,3,3,3,1,5,3,4,2,1,1,1,2,3,3,4,2,2,4,4,2,3,5,1,2,3,3,3,3,3,1,5,5,2,5,5,1,3,4,Low Risk
HS2026544,2.83825,3.11,0.9,0.89,0.9,0.82,0.88,0,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,1-2 hours,More than 8 hours,Low risk,4,2,2,2,4,1,3,4,3,1,3,4,4,2,1,3,5,4,3,2,5,1,4,3,1,4,1,4,2,2,4,1,3,4,3,3,4,5,4,3,5,4,Low Risk
HS2026545,2.732,2.91,0.6,0.91,1,0.83,0.9,0,No,Rarely,24-26 years,Female,300,Nursing,High income,Never,No,More than 4 hours,More than 8 hours,Low risk,4,3,2,2,1,1,4,3,1,1,3,1,2,3,3,3,4,2,1,2,4,2,3,4,2,3,3,1,2,2,1,1,4,3,1,5,1,1,3,2,4,4,Low Risk
HS2026546,2.5085,2.52,0.79,0.66,0.7,0.94,1,0,No,Rarely,30-35 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,Less than 1 hour,More than 8 hours,High risk,5,2,4,1,4,4,2,3,2,2,3,3,4,3,3,1,4,4,2,2,4,3,1,2,1,3,5,4,4,1,4,4,2,3,2,4,2,1,3,5,2,5,Low Risk
HS2026547,2.71325,2.78,0.87,1,0.77,0.85,0.79,1,No,Rarely,27-29 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,High risk,1,4,5,2,3,2,3,4,4,3,1,5,1,2,2,2,3,3,2,1,1,2,5,3,2,4,2,3,5,2,3,2,3,4,4,3,4,2,3,3,4,1,Moderate Risk
HS2026548,3.1335,3.11,0.78,0.79,0.79,0.89,0.96,0,No,Almost never,27-29 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,More than 4 hours,5-6 hours,Very low risk,3,5,3,3,2,1,4,3,5,3,1,3,2,3,2,1,4,1,3,5,1,3,2,3,3,5,1,5,3,3,2,1,4,3,5,4,1,4,2,1,2,3,Low Risk
HS2026549,2.3795,2.39,0.99,0.7,0.69,0.96,0.92,1,No,Sometimes,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Low risk,3,1,1,3,5,5,3,4,4,2,2,4,1,2,3,1,5,2,3,3,3,3,1,2,2,2,5,3,1,3,5,5,3,4,4,2,2,5,1,2,1,3,Moderate Risk
HS2026550,3.12175,3.22,0.88,0.93,0.6,0.69,1,0,No,Sometimes,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,1-2 hours,6-7 hours,Low risk,2,1,3,5,1,3,4,1,4,3,1,2,1,3,3,3,2,1,1,2,2,3,2,4,4,4,5,2,3,5,1,3,4,1,4,2,1,3,4,5,3,2,Low Risk
HS2026551,2.683,2.39,0.9,0.9,0.79,0.75,0.89,0,No,Rarely,27-29 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - 10-20 hours/week,1-2 hours,4-5 hours,Low risk,2,3,5,1,2,2,1,4,3,3,3,1,2,4,1,3,4,2,5,4,4,5,3,3,4,3,2,5,5,1,2,2,1,4,3,1,3,2,4,2,4,2,Low Risk
HS2026552,3.02725,3.04,1,0.6,0.89,0.64,0.92,0,No,Rarely,27-29 years,Female,300,Nursing,Low income,Often (weekly),No,Less than 1 hour,Less than 4 hours,Moderate risk,4,2,1,4,2,4,2,4,3,3,4,5,1,3,2,3,5,3,4,3,1,1,1,2,4,2,2,5,1,4,2,4,2,4,3,2,3,4,2,4,3,4,Low Risk
HS2026553,2.904,2.7,0.79,0.79,0.91,0.89,0.78,0,No,Rarely,21-23 years,Male,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,Moderate risk,4,2,4,1,1,1,3,3,4,4,3,4,4,3,2,4,3,4,2,2,1,4,2,1,5,4,4,3,4,1,1,1,3,3,4,1,3,5,4,1,1,4,Low Risk
HS2026554,2.48975,2.28,0.96,0.87,0.66,0.97,0.7,0,No,Rarely,30-35 years,Male,300,Nursing,Low income,Always,No,1-2 hours,4-5 hours,Moderate risk,3,4,4,2,1,2,3,3,3,4,3,2,4,5,3,5,2,4,5,4,4,4,2,1,2,3,2,5,4,2,1,2,3,3,3,4,1,1,4,2,2,3,Moderate Risk
HS2026555,3.10425,3.37,0.92,0.78,0.7,0.9,0.89,0,No,Almost never,27-29 years,Male,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,4,3,3,4,2,2,3,1,3,2,3,1,4,3,1,4,1,3,2,3,1,2,5,3,4,2,1,4,3,4,2,2,3,1,3,3,4,4,4,1,2,4,Low Risk
HS2026556,3.16375,3.63,1,0.99,0.69,0.93,0.85,0,No,Sometimes,18-20 years,Female,300,Nursing,Low income,Never,No,1-2 hours,4-5 hours,Moderate risk,3,5,4,1,1,5,1,4,1,5,4,3,5,2,5,2,1,3,2,5,3,4,2,1,3,3,4,2,4,1,1,5,1,4,1,2,2,2,2,1,5,3,Low Risk
HS2026557,3.169,3.22,0.89,0.88,0.79,1,0.69,0,No,Sometimes,18-20 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,1-2 hours,6-7 hours,High risk,1,3,1,2,5,3,3,1,4,3,4,4,3,4,5,4,5,5,2,4,3,4,3,3,1,3,4,2,1,2,5,3,3,1,4,2,2,2,2,3,1,1,Low Risk
HS2026558,2.7535,2.7,0.92,1,0.69,0.77,0.73,0,No,Rarely,21-23 years,Female,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Moderate risk,4,4,3,3,5,2,3,1,1,1,1,5,3,3,2,1,4,1,2,2,2,3,1,3,5,1,3,3,3,3,5,2,3,1,1,3,2,4,4,3,3,4,Low Risk
HS2026559,3.219,2.96,0.78,0.89,0.7,0.65,0.69,0,No,Rarely,21-23 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,5-6 hours,Low risk,2,2,4,1,2,3,3,4,5,3,5,4,5,5,3,4,1,2,3,2,3,5,2,1,3,2,3,2,4,1,2,3,3,4,5,3,2,1,4,3,2,2,Low Risk
HS2026560,2.84375,2.81,0.73,0.9,0.89,0.88,0.68,0,No,Rarely,24-26 years,Male,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Moderate risk,4,2,3,1,4,2,3,3,2,3,3,4,4,4,2,3,2,5,5,2,3,5,1,5,1,3,3,4,3,1,4,2,3,3,2,1,1,3,3,5,3,4,Low Risk
